|datasheet_id|line|ability_id|model|name|description|type|parameter|Unnamed: 8
981|435|5|||Tidewall Cover|"Each time a ranged attack is allocated to a model, if that model is not fully visible to every model in the attacking unit because of this Fortification, that model has the <a href=""/wh40k10ed/the-rules/core-rules/#Benefit-of-Cover"">Benefit of Cover</a> against that attack."|Datasheet||
982|436|1|8339.0||||Core|D3|
983|436|2|8334.0||||Core|20|
984|436|3|||Fortification|"While an enemy unit is only within <a href=""/wh40k10ed/the-rules/core-rules/#Engagement-Range"">Engagement Range</a> of one or more <span class=""tooltip00312"" data-tooltip-content=""#tooltip_content00312"" data-tooltip-anchor=""#tooltip_content00312""><span class=""kwb"">FORTIFICATIONS</span></span> from your army: <br><ul><li>That unit can still be selected as the target of ranged attacks, but each time such an attack is made, unless it is made with a <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">Pistol</a>, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>. </li><li>Models in that unit do not need to take <a href=""/wh40k10ed/the-rules/core-rules/#Fall-Back-Moves"">Desperate Escape tests</a> due to <a href=""/wh40k10ed/the-rules/core-rules/#Fall-Back-Moves"">Falling Back</a> while <a href=""/wh40k10ed/the-rules/core-rules/#2.-Battle-shock"">Battle-shocked</a>, except for those that will move over enemy models when doing so.</li></ul>"|Datasheet||
985|436|4|||Tidewall Cover|"Each time a ranged attack is allocated to a model, if that model is not fully visible to every model in the attacking unit because of this <span class=""kwb"">FORTIFICATION</span>, that model has the <a href=""/wh40k10ed/the-rules/core-rules/#Benefit-of-Cover"">Benefit of Cover</a> against that attack."|Datasheet||
986|436|5|||Tidewall Defence Platform|"If equipped with a Tidewall defence platform, this <span class=""kwb"">FORTIFICATION</span> has a Wounds characteristic of 15."|Datasheet||
987|437|1|8339.0||||Core|D3|
988|437|2|8334.0||||Core|11|
989|437|3|||Fortification|"While an enemy unit is only within <a href=""/wh40k10ed/the-rules/core-rules/#Engagement-Range"">Engagement Range</a> of one or more <span class=""tooltip00312"" data-tooltip-content=""#tooltip_content00312"" data-tooltip-anchor=""#tooltip_content00312""><span class=""kwb"">FORTIFICATIONS</span></span> from your army: <br><ul><li>That unit can still be selected as the target of ranged attacks, but each time such an attack is made, unless it is made with a <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">Pistol</a>, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>. </li><li>Models in that unit do not need to take <a href=""/wh40k10ed/the-rules/core-rules/#Fall-Back-Moves"">Desperate Escape tests</a> due to <a href=""/wh40k10ed/the-rules/core-rules/#Fall-Back-Moves"">Falling Back</a> while <a href=""/wh40k10ed/the-rules/core-rules/#2.-Battle-shock"">Battle-shocked</a>, except for those that will move over enemy models when doing so.</li></ul>"|Datasheet||
990|437|4|||Tidewall Cover|"Each time a ranged attack is allocated to a model, if that model is not fully visible to every model in the attacking unit because of this <span class=""kwb"">FORTIFICATION</span>, that model has the <a href=""/wh40k10ed/the-rules/core-rules/#Benefit-of-Cover"">Benefit of Cover</a> against that attack."|Datasheet||
991|439|1|8343.0||||Core||
992|439|2|8346.0||||Core||
993|439|3|8439.0||||Faction||
994|439|4|||Blacklight Marker Drones|"Twice per battle, when this unit is an <span class=""tooltip00288"" data-tooltip-content=""#tooltip_content00288""><span class=""tt kwbu"">Observer</span> <span class=""tt kwbu"">unit</span></span>, until the end of the phase, each time a ranged attack is made by a model in their <span class=""tooltip00288"" data-tooltip-content=""#tooltip_content00288""><span class=""tt kwbu"">Guided</span> <span class=""tt kwbu"">unit</span></span> that targets their <span class=""tooltip00288"" data-tooltip-content=""#tooltip_content00288""><span class=""tt kwbu"">Spotted</span> <span class=""tt kwbu"">unit</span></span>, re-roll a <a href=""/wh40k10ed/the-rules/core-rules/#2.-Wound-Roll"">Wound roll</a> of 1.  <br><br><b>Designer’s Note:</b> <i>Place two Blacklight Marker Drone tokens next to this model, removing one each time this ability has been used.</i>"|Wargear||
995|439|5|||Eclipse Field Generator|"While this model is leading a unit, models in that unit have a 5+ <a href=""/wh40k10ed/the-rules/core-rules/#Invulnerable-Saves"">invulnerable save</a>."|Datasheet||
996|439|6|||Assassin|"Each time this model makes an attack that targets a Character unit, you can re-roll the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>."|Datasheet||
997|443|1|8343.0||||Core||
998|443|2|8439.0||||Faction||
999|443|3|||Battlesuit Support System|"The bearer’s unit is eligible to shoot in a turn in which it <a href=""/wh40k10ed/the-rules/core-rules/#Fall-Back-Moves"">Fell Back</a>, but when doing so only models equipped with this wargear can <a href=""/wh40k10ed/the-rules/core-rules/#Make-Ranged-Attacks"">make ranged attacks</a>."|Wargear||
1000|443|4|||Shield Generator|"The bearer has a 4+ <a href=""/wh40k10ed/the-rules/core-rules/#Invulnerable-Saves"">invulnerable save</a>."|Wargear||
1001|443|5|||Weapon Support System|"Each time the bearer makes a ranged attack, you can ignore any or all modifiers to the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>."|Wargear||
1002|443|6|||Photon Casters|"In your <a href=""/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE"">Shooting phase</a>, after this unit has shot, if an enemy <span class=""kwb"">INFANTRY</span> unit was hit by one or more of those attacks, until the end of your opponent’s next turn, that enemy unit is stunned. While a unit is stunned, subtract 2 from that unit’s Move characteristic, and subtract 2 from <a href=""/wh40k10ed/the-rules/core-rules/#Advance-Moves"">Advance</a> and <a href=""/wh40k10ed/the-rules/core-rules/#Charging-with-a-Unit"">Charge rolls</a> made for that unit."|Datasheet||
1003|444|1|8339.0||||Core|D6|
1004|444|2|8439.0||||Faction||
1005|444|3|||Battlesuit Support System|"This model is eligible to shoot in a turn in which it <a href=""/wh40k10ed/the-rules/core-rules/#Fall-Back-Moves"">Fell Back</a>."|Datasheet||
1006|444|4|||Nova Burst|"Once per battle, before this model makes a <a href=""/wh40k10ed/the-rules/core-rules/#Normal-Moves"">Normal</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Advance-Moves"">Advance</a> or <a href=""/wh40k10ed/the-rules/core-rules/#Fall-Back-Moves"">Fall Back</a> move, it can use this ability. If it does, until the end of the phase, it has a Move characteristic of 18""."|Datasheet||
1007|444|5|||Weapon Support System|"Each time this model makes a ranged attack, you can ignore any or all modifiers to the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>."|Datasheet||
1008|445|1|8339.0||||Core|D6|
1009|445|2|8439.0||||Faction||
1010|445|3|||Battlesuit Support System|"This model is eligible to shoot in a turn in which it <a href=""/wh40k10ed/the-rules/core-rules/#Fall-Back-Moves"">Fell Back</a>."|Datasheet||
1011|445|4|||Nova Shielding|"Once per battle, when this model is selected as the target of a ranged attack, it can use this ability. If it does, until the end of the phase, each time an attack targets this model, if the Strength characteristic of that attack is greater than the Toughness characteristic of this model, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#2.-Wound-Roll"">Wound roll</a>."|Datasheet||
1012|445|5|||Weapon Support System|"Each time this model makes a ranged attack, you can ignore any or all modifiers to the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>."|Datasheet||
1013|446|1|8339.0||||Core|D6+3|
1014|446|2|8439.0||||Faction||
1015|446|3|||Coordinated Strike|"While this model is a <span class=""tooltip00288"" data-tooltip-content=""#tooltip_content00288""><span class=""tt kwbu"">Guided</span> <span class=""tt kwbu"">unit</span></span>, each time it makes an attack that targets its <span class=""tooltip00288"" data-tooltip-content=""#tooltip_content00288""><span class=""tt kwbu"">Spotted</span> <span class=""tt kwbu"">unit</span></span>, re-roll a <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a> of 1."|Datasheet||
1016|446|4|||Super-heavy Walker|"Each time this model makes a <a href=""/wh40k10ed/the-rules/core-rules/#Normal-Moves"">Normal</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Advance-Moves"">Advance</a> or <a href=""/wh40k10ed/the-rules/core-rules/#Fall-Back-Moves"">Fall Back</a> move, it can move over models (excluding <span class=""kwb"">TITANIC</span> models) and <a href=""/wh40k10ed/the-rules/core-rules/#Terrain-Features-1"">terrain features</a> that are 4"" or less in height as if they were not there."|Datasheet||
1017|447|1|8339.0||||Core|1|
1018|447|2|8345.0||||Core||
1019|447|3|8439.0||||Faction||
1020|447|4|||High-intensity Markerlights|"Each time this unit is an <span class=""tooltip00288"" data-tooltip-content=""#tooltip_content00288""><span class=""tt kwbu"">Observer</span> <span class=""tt kwbu"">unit</span></span>, until the end of the phase, each time a model in its <span class=""tooltip00288"" data-tooltip-content=""#tooltip_content00288""><span class=""tt kwbu"">Guided</span> <span class=""tt kwbu"">unit</span></span> makes an attack that targets their <span class=""tooltip00288"" data-tooltip-content=""#tooltip_content00288""><span class=""tt kwbu"">Spotted</span> <span class=""tt kwbu"">unit</span></span>, you can re-roll the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>."|Datasheet||
1021|448|1|8339.0||||Core|1|
1022|448|2|8344.0||||Core|"9"""|
1023|448|3|8439.0||||Faction||
1024|448|4|||Outflank|"When this unit arrives from <a href=""/wh40k10ed/the-rules/core-rules/#Strategic-Reserves"">Strategic Reserves</a>, it can be set up within your opponent’s deployment zone (all other restrictions still apply)."|Datasheet||
1025|449|1|||Drone Escort|"Once per turn, in your opponent’s <a href=""/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE"">Shooting phase</a>, when a friendly <span class=""kwb"">T’AU</span> <span class=""kwb"">EMPIRE</span> unit within 6"" of this unit is selected as the target of an attack, one unit from your army with this ability can use it. If it does, after that enemy unit has finished making its attacks, the unit using this ability can shoot as if it were your Shooting phase, but when resolving those attacks it can only target that enemy unit (and only if it is an eligible target)."|Datasheet||
1026|449|2|||Markerlight|"The bearer has the <span class=""tooltip00134"" data-tooltip-content=""#tooltip_content00134"" data-tooltip-anchor=""#tooltip_content00134""><span class=""kwb"">MARKERLIGHT</span></span> keyword."|Wargear||
1027|452|1|8345.0||||Core||
1028|452|2|8337.0||||Core||
1029|452|3|8439.0||||Faction||
1030|452|4|||Aerial Disengagement|"Once per turn, when an enemy unit ends a <a href=""/wh40k10ed/the-rules/core-rules/#Normal-Moves"">Normal</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Advance-Moves"">Advance</a> or <a href=""/wh40k10ed/the-rules/core-rules/#Fall-Back-Moves"">Fall Back</a> move within 9"" of this unit, if this unit is not within <a href=""/wh40k10ed/the-rules/core-rules/#Engagement-Range"">Engagement Range</a> of one or more enemy units, it can make a Normal move of up to 6""."|Datasheet||
1031|452|5|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
1032|453|1|8339.0||||Core|D3|
1033|453|2|8439.0||||Faction||
1034|453|3|||Agile Dogfighter|"Each time an attack targets this model, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>."|Datasheet||
1035|453|4|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
1036|454|1|8339.0||||Core|D6+2|
1037|454|2|8439.0||||Faction||
1038|454|3|||Transport Bay|"The bearer has the <a href=""/wh40k10ed/the-rules/core-rules/#Transports""><span class=""kwb"">TRANSPORT</span></a> keyword and has a transport capacity of 12 <span class=""kwb"">TACTICAL</span> <span class=""kwb"">DRONES</span> models."|Wargear||
1039|454|4|||Strafing Run|"In your <a href=""/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE"">Shooting phase</a>, after this model has shot, select one enemy unit hit by one or more of those attacks that cannot <span class=""kwb"">FLY</span>. That enemy unit must take a <a href=""/wh40k10ed/the-rules/core-rules/#2.-Battle-shock"">Battle-shock test</a>."|Datasheet||
1040|454|5|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
1041|455|1|8339.0||||Core|D6+2|
1042|455|2|8439.0||||Faction||
1043|455|3|||Titan Hunter|"This model’s twin heavy rail cannon and seeker missiles have the <span class=""kwb2 bluefont""><a href=""/wh40k10ed/the-rules/core-rules/#Anti"">[ANTI-TITANIC 3+]</a></span> ability while targeting a unit within half range."|Datasheet||
1044|455|4|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
1045|456|1|8339.0||||Core|D6+2|
1046|456|2|8342.0||||Core||
1047|456|3|8439.0||||Faction||
1048|456|4|||Jet Pack Insertion|"At the end of your opponent’s <a href=""/wh40k10ed/the-rules/core-rules/#MOVEMENT-PHASE"">Movement phase</a>, one or more units <a href=""/wh40k10ed/the-rules/core-rules/#Embark"">embarked</a> within this <a href=""/wh40k10ed/the-rules/core-rules/#Transports""><span class=""kwb"">TRANSPORT</span></a> can <a href=""/wh40k10ed/the-rules/core-rules/#Disembark"">disembark</a> from it, provided every model in each of those disembarking units has the <a href=""/wh40k10ed/the-rules/core-rules/#Normal-Moves"">Deep Strike</a> ability."|Datasheet||
1049|457|1|8339.0||||Core| 3D6|
1050|457|2|8342.0||||Core||
1051|457|3|8439.0||||Faction||
1052|457|4|||Aggressive Deployment|"In your <a href=""/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE"">Shooting phase</a>, after this model has shot, select one enemy unit hit by one or more of those attacks. Until the end of the phase, each time a friendly model that <a href=""/wh40k10ed/the-rules/core-rules/#Disembark"">disembarked</a> from this <a href=""/wh40k10ed/the-rules/core-rules/#Transports""><span class=""kwb"">TRANSPORT</span></a> this turn makes an attack that targets that enemy unit, you can re-roll the <a href=""/wh40k10ed/the-rules/core-rules/#2.-Wound-Roll"">Wound roll</a>."|Datasheet||
1053|457|5|||Air Caste Colossus|"Each time you target this model with a <a href=""/wh40k10ed/the-rules/core-rules/#Stratagems"">Stratagem</a>, you must spend three times that Stratagem’s stated CP cost to do so."|Datasheet||
1054|457|6|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
1055|458|1|||Orbital Comms Array (Aura)|"While a friendly <span class=""kwb"">T’AU</span> <span class=""kwb"">EMPIRE</span> unit is within 6"" of this <span class=""kwb"">FORTIFICATION</span>, each time you target that unit with a <a href=""/wh40k10ed/the-rules/core-rules/#Stratagems"">Stratagem</a>, roll one D6: on a 5+, you gain 1CP."|Datasheet||
1056|458|2|||Reinforced Cover|"Each time a ranged attack is allocated to a model, if that model is not fully visible to every model in the attacking unit because of this <span class=""kwb"">FORTIFICATION</span>, that model has the <a href=""/wh40k10ed/the-rules/core-rules/#Benefit-of-Cover"">Benefit of Cover</a> against that attack."|Datasheet||
1057|458|3|||Fortification|"While an enemy unit is only within <a href=""/wh40k10ed/the-rules/core-rules/#Engagement-Range"">Engagement Range</a> of one or more <span class=""tooltip00312"" data-tooltip-content=""#tooltip_content00312"" data-tooltip-anchor=""#tooltip_content00312""><span class=""kwb"">FORTIFICATIONS</span></span> from your army: <br><ul><li>That unit can still be selected as the target of ranged attacks, but each time such an attack is made, unless it is made with a <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">Pistol</a>, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>. </li><li>Models in that unit do not need to take <a href=""/wh40k10ed/the-rules/core-rules/#Fall-Back-Moves"">Desperate Escape tests</a> due to <a href=""/wh40k10ed/the-rules/core-rules/#Fall-Back-Moves"">Falling Back</a> while <a href=""/wh40k10ed/the-rules/core-rules/#2.-Battle-shock"">Battle-shocked</a>, except for those that will move over enemy models when doing so.</li></ul>"|Datasheet||
1058|459|1|||Sentinel Protocols|"Each time you select this <span class=""kwb"">FORTIFICATION</span> for the <a href=""/wh40k10ed/the-rules/test_/#Стратегема"">Fire Overwatch</a> Stratagem, hits are scored on unmodified <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit rolls</a> of 5+ when resolving that Stratagem."|Datasheet||
1059|459|2|||Reinforced Cover|"Each time a ranged attack is allocated to a model, if that model is not fully visible to every model in the attacking unit because of this <span class=""kwb"">FORTIFICATION</span>, that model has the <a href=""/wh40k10ed/the-rules/core-rules/#Benefit-of-Cover"">Benefit of Cover</a> against that attack."|Datasheet||
1060|459|3|||Fortification|"While an enemy unit is only within <a href=""/wh40k10ed/the-rules/core-rules/#Engagement-Range"">Engagement Range</a> of one or more <span class=""tooltip00312"" data-tooltip-content=""#tooltip_content00312"" data-tooltip-anchor=""#tooltip_content00312""><span class=""kwb"">FORTIFICATIONS</span></span> from your army: <br><ul><li>That unit can still be selected as the target of ranged attacks, but each time such an attack is made, unless it is made with a <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">Pistol</a>, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>. </li><li>Models in that unit do not need to take <a href=""/wh40k10ed/the-rules/core-rules/#Fall-Back-Moves"">Desperate Escape tests</a> due to <a href=""/wh40k10ed/the-rules/core-rules/#Fall-Back-Moves"">Falling Back</a> while <a href=""/wh40k10ed/the-rules/core-rules/#2.-Battle-shock"">Battle-shocked</a>, except for those that will move over enemy models when doing so.</li></ul>"|Datasheet||
1061|460|1|8339.0||||Core|D3|
1062|460|2|8346.0||||Core||
1063|460|3|707.0||||Faction||
1064|460|4|705.0||||Faction||
1065|460|5|||Will of the Hive Mind|"Once per <a href=""/wh40k10ed/the-rules/core-rules/#The-Battle-Round"">battle round</a>, one model from your army with this ability can use it when a friendly <span class=""kwb"">TYRANIDS</span> unit within 12"" of that model is targeted with a <a href=""/wh40k10ed/the-rules/core-rules/#Stratagems"">Stratagem</a>. If it does, reduce the CP cost of that usage of that Stratagem by 1CP."|Datasheet||
1066|460|6|||Onslaught (Aura, Psychic)|"While a friendly <span class=""kwb"">TYRANIDS</span> unit is within 6"" of this model, ranged weapons equipped by models in that unit have the <span class=""kwb2 bluefont""><a href=""/wh40k10ed/the-rules/core-rules/#Assault"">[ASSAULT]</a></span> and <span class=""kwb2 bluefont""><a href=""/wh40k10ed/the-rules/core-rules/#Lethal-Hits"">[LETHAL HITS]</a></span> abilities."|Datasheet||
1067|461|1|8339.0||||Core|D3|
1068|461|2|8346.0||||Core||
1069|461|3|707.0||||Faction||
1070|461|4|705.0||||Faction||
1071|461|5|||Hive Commander|"At the start of your <a href=""/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE"">Command phase</a>, if this model is on the battlefield, you gain 1CP."|Datasheet||
1072|461|6|||Malign Presence (Aura)|"If this model is your <span class=""kwb"">WARLORD</span>, each time your opponent targets a unit from their army with a <a href=""/wh40k10ed/the-rules/core-rules/#Stratagems"">Stratagem</a>, if that unit is within 12"" of this model, increase the cost of that use of that Stratagem by 1CP.<br><br><b>Designer’s Note:</b> <i>This ability takes precedence over the Lord of Deceit ability presented in the Balance Dataslate June 2024.</i>"|Datasheet||
1073|461|7|||Domination of the Hive Mind (Aura)|"While a friendly <span class=""kwb"">TYRANIDS</span> unit is within 9"" of this model, that unit is within your army’s <span class=""tooltip00313"" data-tooltip-content=""#tooltip_content00313""><span class=""tt kwbu"">Synapse</span> <span class=""tt kwbu"">Range</span></span>."|Datasheet||
1074|462|1|8338.0||||Core|5+|
1075|462|2|8346.0||||Core||
1076|462|3|705.0||||Faction||
1077|462|4|||Alpha Leader|"While this model is leading a unit, each time a model in that unit makes an attack, you can re-roll the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>."|Datasheet||
1078|462|5|||Unstoppable Monster|"At the start of each player’s <a href=""/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE"">Command phase</a>, this model regains up to D3 lost wounds."|Datasheet||
1079|463|1|8346.0||||Core||
1080|463|2|8344.0||||Core|"8"""|
1081|463|3|705.0||||Faction||
1082|463|4|707.0||||Faction||
1083|463|5|||Vicious Insight|"While this model is leading a unit, weapons equipped by models in that unit have the <span class=""kwb2 bluefont""><a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">[DEVASTATING WOUNDS]</a></span> ability."|Datasheet||
1084|463|6|||Hypnotic Gaze (Psychic)|"At the start of the <a href=""/wh40k10ed/the-rules/core-rules/#FIGHT-PHASE"">Fight phase</a>, select one enemy unit within <a href=""/wh40k10ed/the-rules/core-rules/#Engagement-Range"">Engagement Range</a> of this model. Until the end of the phase, each time a model in that unit makes an attack, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>."|Datasheet||
1085|465|1|8339.0||||Core|D6|
1086|465|2|707.0||||Faction||
1087|465|3|705.0||||Faction||
1088|465|4|||Spawn Termagants|"In your <a href=""/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE"">Command phase</a>, you can select one friendly <a class=""kwbOne"" href=""/wh40k10ed/factions/tyranids/Termagants""><span class=""kwb kwbo"">TERMAGANTS</span></a> unit within 6"" of this model and return up to D3+3 destroyed models to that unit. A <span class=""kwb"">TERMAGANTS</span> unit cannot be selected for this ability more than once per phase."|Datasheet||
1089|465|5|||Brood Progenitor (Aura, Psychic)|"While a friendly <a class=""kwbOne"" href=""/wh40k10ed/factions/tyranids/Termagants""><span class=""kwb kwbo"">TERMAGANTS</span></a> unit is within 6"" of this model, ranged weapons equipped by models in that unit have the <span class=""kwb2 bluefont""><a href=""/wh40k10ed/the-rules/core-rules/#Lethal-Hits"">[LETHAL HITS]</a></span> ability."|Datasheet||
1090|467|1|8344.0||||Core|"8"""|
1091|467|2|705.0||||Faction||
1092|467|3|||Vanguard Predator|"Each time a model in this unit makes an attack, re-roll a <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a> of 1. If the target is within range of one or more <a href=""/wh40k10ed/the-rules/core-rules/#Objective-Markers"">objective markers</a>, re-roll a <a href=""/wh40k10ed/the-rules/core-rules/#2.-Wound-Roll"">Wound roll</a> of 1 as well."|Datasheet||
1093|468|1|705.0||||Faction||
1094|468|2|||Skulking Horrors|"Once per turn, when an enemy unit ends a <a href=""/wh40k10ed/the-rules/core-rules/#Normal-Moves"">Normal</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Advance-Moves"">Advance</a> or <a href=""/wh40k10ed/the-rules/core-rules/#Fall-Back-Moves"">Fall Back</a> move within 9"" of this unit, if this unit is not within <a href=""/wh40k10ed/the-rules/core-rules/#Engagement-Range"">Engagement Range</a> of one or more enemy units, it can make a Normal move of up to D6""."|Datasheet||
1095|469|1|705.0||||Faction||
1096|469|2|||Bounding Leap|"This unit is eligible to <a href=""/wh40k10ed/the-rules/core-rules/#CHARGE-PHASE"">declare a charge</a> in a turn in which it <a href=""/wh40k10ed/the-rules/core-rules/#Advance-Moves"">Advanced</a>."|Datasheet||
1097|470|1|8343.0||||Core||
1098|470|2|705.0||||Faction||
1099|470|3|||Chitinous Horrors (Aura)|"While an enemy unit is within <a href=""/wh40k10ed/the-rules/core-rules/#Engagement-Range"">Engagement Range</a> of this unit, halve the Objective Control characteristic of models in that enemy unit."|Datasheet||
1100|471|1|705.0||||Faction||
1101|471|2|||Guardian Organism|"While a <span class=""tooltip00314"" data-tooltip-content=""#tooltip_content00314"" data-tooltip-anchor=""#tooltip_content00314""><span class=""kwb"">CHARACTER</span></span> model is leading this unit, that <span class=""kwb"">CHARACTER</span> has the <span class=""tooltip00073"" data-tooltip-content=""#tooltip_content00073""><span class=""tt kwbu"">Feel</span> <span class=""tt kwbu"">No</span> <span class=""tt kwbu"">Pain</span> <span class=""tt kwbu"">5+</span></span> ability."|Datasheet||
1102|472|1|705.0||||Faction||
1103|472|2|||Defensive Stance|"Each time you target this unit with the Fire Overwatch Stratagem, while resolving that Stratagem, hits are scored on unmodified <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit rolls</a> of 5+, or unmodified Hit rolls of 4+ instead if this unit is within range of an <a href=""/wh40k10ed/the-rules/core-rules/#Objective-Markers"">objective marker</a>."|Datasheet||
1104|473|1|8340.0||||Core||
1105|473|2|8345.0||||Core||
1106|473|3|8336.0||||Core||
1107|473|4|8337.0||||Core||
1108|473|5|705.0||||Faction||
1109|473|6|||Feeder Tendrils|"Each time this model destroys an enemy <span class=""kwb"">CHARACTER</span> model, you gain 1CP."|Datasheet||
1110|473|7|||Pheromone Trail|"Once per <a href=""/wh40k10ed/the-rules/core-rules/#The-Battle-Round"">battle round</a>, you can target one model with this ability with the <a href=""/wh40k10ed/the-rules/test_/#Стратегема"">Rapid Ingress</a> Stratagem for 0CP."|Datasheet||
1111|474|1|8339.0||||Core|D3|
1112|474|2|707.0||||Faction||
1113|474|3|705.0||||Faction||
1114|474|4|||Encephalic Diffusion (Aura, Psychic)|"While an enemy unit is within 6"" of this model, each time a model in that unit makes an attack, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>, and, if that enemy unit is <a href=""/wh40k10ed/the-rules/core-rules/#Below-Half-strength"">Below Half-strength</a>, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#2.-Wound-Roll"">Wound roll</a> as well."|Datasheet||
1115|475|1|707.0||||Faction||
1116|475|2|705.0||||Faction||
1117|475|3|||Spirit Leech (Aura, Psychic)|"While an enemy unit is within 6"" of this unit, if this unit contains a Neurothrope, each time that enemy unit fails a <a href=""/wh40k10ed/the-rules/core-rules/#2.-Battle-shock"">Battle-shock test</a>, it suffers D3 <a href=""/wh40k10ed/the-rules/core-rules/#Mortal-Wounds"">mortal wounds</a> and one model in this unit regains up to D3 lost wounds."|Datasheet||
1118|475|4|||Warp Field (Aura, Psychic)|"While a friendly <span class=""tooltip00315"" data-tooltip-content=""#tooltip_content00315"" data-tooltip-anchor=""#tooltip_content00315""><span class=""kwb"">TYRANIDS</span></span> unit is within 6"" of this unit, models in that unit have a 6+ <a href=""/wh40k10ed/the-rules/core-rules/#Invulnerable-Saves"">invulnerable save</a>."|Datasheet||
1119|476|1|8337.0||||Core||
1120|476|2|705.0||||Faction||
1121|476|3|||Foul Spores (Aura)|"While a friendly <span class=""kwb"">TYRANIDS</span> unit is within 6"" of this unit, each time a ranged attack targets that unit, models in that unit have the <a href=""/wh40k10ed/the-rules/core-rules/#Benefit-of-Cover"">Benefit of Cover</a> against that attack. In addition, while a friendly <span class=""kwb"">TYRANIDS</span> unit (excluding <span class=""tooltip00316"" data-tooltip-content=""#tooltip_content00316"" data-tooltip-anchor=""#tooltip_content00316""><span class=""kwb"">MONSTERS</span></span>) is within 6"" of this unit, models in that unit have the <a href=""/wh40k10ed/the-rules/core-rules/#_STEALTH"">Stealth</a> ability."|Datasheet||
1122|477|1|8339.0||||Core|1|
1123|477|2|705.0||||Faction||
1124|477|3|||Burning Spray|"In your <a href=""/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE"">Shooting phase</a>, after this unit has shot, select one enemy unit hit by one or more of those attacks. Until the end of the phase, that enemy unit cannot have the <a href=""/wh40k10ed/the-rules/core-rules/#Benefit-of-Cover"">Benefit of Cover</a>."|Datasheet||
1125|478|1|8339.0||||Core|D3|
1126|478|2|705.0||||Faction||
1127|478|3|||Grisly Spectacle|"Each time this model is selected to fight, after resolving its attacks, if one or more enemy units were destroyed by those attacks, each enemy unit within 6"" of this model must take a <a href=""/wh40k10ed/the-rules/core-rules/#2.-Battle-shock"">Battle-shock test</a>."|Datasheet||
1128|479|1|8340.0||||Core||
1129|479|2|8345.0||||Core||
1130|479|3|8336.0||||Core||
1131|479|4|8337.0||||Core||
1132|479|5|705.0||||Faction||
1133|479|6|||Feeder Tendrils|"Each time this model destroys an enemy <span class=""kwb"">CHARACTER</span> model, you gain 1CP."|Datasheet||
