|datasheet_id|line|line_in_wargear|dice|name|description|range|type|A|BS_WS|S|AP|D|Unnamed: 13
1688|594|6.0|1||Triskele|"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-infantry 3+</a>"|Melee|Melee|6|2|3|-1|1|
1689|595|1.0|1||Chainsabres|"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>"|12|Ranged|1|3|4|-1|1|
1690|595|2.0|1||Shuriken pistol|"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>"|12|Ranged|1|3|4|-1|1|
1691|595|3.0|1||Biting blade|"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>"|Melee|Melee|4|3|6|-3|1|
1692|595|4.0|1||Chainsabres|"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>"|Melee|Melee|5|3|4|-1|1|
1693|595|5.0|1||Scorpion chainsword|"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>"|Melee|Melee|4|3|4|-1|1|
1694|595|6.0|1||Scorpion’s claw||Melee|Melee|3|3|8|-2|2|
1695|596|1.0|1||Dragon fusion gun|"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Melta"">melta 3</a>"|12|Ranged|1|3|9|-4|D6|
1696|596|2.0|1||Dragon fusion pistol|"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Melta"">melta 3</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>"|6|Ranged|1|3|9|-4|D6|
1697|596|3.0|1||Dragon’s breath flamer|"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Torrent"">torrent</a>"|12|Ranged|D6+2||6|-2|1|
1698|596|4.0|1||Exarch’s Dragon fusion gun|"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Melta"">melta 6</a>"|12|Ranged|1|3|9|-4|D6|
1699|596|5.0|1||Firepike|"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Melta"">melta 3</a>"|18|Ranged|1|3|12|-4|D6|
1700|596|6.0|1||Close combat weapon||Melee|Melee|2|3|3|0|1|
1701|596|7.0|1||Dragon axe||Melee|Melee|3|3|6|-4|D6|
1702|597|1.0|1||Wraithcannon||18|Ranged|1|4|14|-4|D6+1|
1703|597|2.0|1||D-scythe|"<a href=""/wh40k10ed/the-rules/core-rules/#Torrent"">torrent</a>"|12|Ranged|D6||7|-3|1|
1704|597|3.0|1||Close combat weapon||Melee|Melee|3|4|5|0|1|
1705|598|1.0|1||Ghostaxe||Melee|Melee|3|4|7|-2|2|
1706|598|2.0|1||Ghostswords||Melee|Melee|5|4|5|-2|2|
1707|599|1.0|1||Shuriken cannon|"<a href=""/wh40k10ed/the-rules/core-rules/#Lethal-Hits"">lethal hits</a>"|24|Ranged|3|3|6|-1|2|
1708|599|2.0|1||Twin missile launcher – starshot|"<a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>"|48|Ranged|1|3|10|-2|D6|
1709|599|3.0|2||Twin missile launcher – sunburst|"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>"|48|Ranged|D6|3|4|-1|1|
1710|599|4.0|1||Twin bright lance|"<a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>"|36|Ranged|1|3|12|-3|D6+2|
1711|599|5.0|1||Twin scatter laser|"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>"|36|Ranged|6|3|5|0|1|
1712|599|6.0|1||Twin shuriken cannon|"<a href=""/wh40k10ed/the-rules/core-rules/#Lethal-Hits"">lethal hits</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>"|24|Ranged|3|3|6|-1|2|
1713|599|7.0|1||Twin shuriken catapult|"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>"|18|Ranged|2|3|4|-1|1|
1714|599|8.0|1||Twin starcannon|"<a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>"|36|Ranged|2|3|8|-3|2|
1715|599|9.0|1||Wraithbone hull||Melee|Melee|3|4|6|0|1|
1716|600|1.0|1||Exarch’s lasblaster|"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Lethal-Hits"">lethal hits</a>"|24|Ranged|4|3|5|-1|1|
1717|600|2.0|1||Hawk’s talon|"<a href=""/wh40k10ed/the-rules/core-rules/#Lethal-Hits"">lethal hits</a>"|24|Ranged|2|3|6|-2|2|
1718|600|3.0|1||Lasblaster|"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Lethal-Hits"">lethal hits</a>"|24|Ranged|4|3|4|0|1|
1719|600|4.0|1||Scatter laser|"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>"|36|Ranged|6|3|5|0|1|
1720|600|5.0|1||Sunpistol|"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Lethal-Hits"">lethal hits</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>"|12|Ranged|2|3|4|0|1|
1721|600|6.0|1||Close combat weapon||Melee|Melee|2|3|3|0|1|
1722|600|7.0|1||Power sword||Melee|Melee|5|3|4|-2|1|
1723|601|1.0|1||Death spinner|"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Torrent"">torrent</a>"|12|Ranged|D6||4|-1|1|
1724|601|2.0|1||Death weavers|"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Torrent"">torrent</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>"|6|Ranged|D6||4|-1|1|
1725|601|3.0|1||Exarch’s death spinner|"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Torrent"">torrent</a>"|12|Ranged|D6||6|-2|1|
1726|601|4.0|1||Spinneret rifle|"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Torrent"">torrent</a>"|18|Ranged|D6||5|-1|1|
1727|601|5.0|1||Close combat weapon||Melee|Melee|2|3|3|0|1|
1728|601|6.0|1||Powerblade array|"<a href=""/wh40k10ed/the-rules/core-rules/#Lethal-Hits"">lethal hits</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>"|Melee|Melee|10|3|4|-2|1|
1729|601|7.0|1||Powerblades|"<a href=""/wh40k10ed/the-rules/core-rules/#Lethal-Hits"">lethal hits</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>"|Melee|Melee|5|3|4|-2|1|
1730|602|1.0|1||Laser lance|"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>"|6|Ranged|1|3|6|-2|3|
1731|602|2.0|1||Shuriken cannon|"<a href=""/wh40k10ed/the-rules/core-rules/#Lethal-Hits"">lethal hits</a>"|24|Ranged|3|3|6|-1|2|
1732|602|3.0|1||Star lance|"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>"|6|Ranged|1|3|9|-3|3|
1733|602|4.0|1||Twin shuriken catapult|"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>"|18|Ranged|2|3|4|-1|1|
1734|602|5.0|1||Laser lance|"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-monster 3+</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-vehicle 3+</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Lance"">lance</a>"|Melee|Melee|3|3|5|-2|3|
1735|602|6.0|1||Paragon sabre||Melee|Melee|6|3|5|-2|2|
1736|602|7.0|1||Star lance|"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-monster 3+</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-vehicle 3+</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Lance"">lance</a>"|Melee|Melee|4|3|5|-3|3|
1737|603|1.0|1||Bright lance||36|Ranged|1|3|12|-3|D6+2|
1738|603|2.0|1||Pulse laser||48|Ranged|3|3|9|-2|D6|
1739|603|3.0|1||Starcannon||36|Ranged|2|3|8|-3|2|
1740|603|4.0|1||Wraithbone hull||Melee|Melee|3|4|6|0|1|
1741|605|1.0|1||Bright lance||36|Ranged|1|3|12|-3|D6+2|
1742|605|2.0|1||Missile launcher – starshot||48|Ranged|1|3|10|-2|D6|
1743|605|3.0|2||Missile launcher – sunburst|"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>"|48|Ranged|D6|3|4|-1|1|
1744|605|4.0|1||Scatter laser|"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>"|36|Ranged|6|3|5|0|1|
1745|605|5.0|1||Shuriken cannon|"<a href=""/wh40k10ed/the-rules/core-rules/#Lethal-Hits"">lethal hits</a>"|24|Ranged|3|3|6|-1|2|
1746|605|6.0|1||Starcannon||36|Ranged|2|3|8|-3|2|
1747|605|7.0|1||Twin shuriken catapult|"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>"|18|Ranged|2|3|4|-1|1|
1748|605|8.0|1||Wraithbone hull||Melee|Melee|3|4|6|0|1|
1749|606|1.0|1||Heavy D-scythe|"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>"|18|Ranged|D6|4|12|-4|2|
1750|606|2.0|1||Wraithbone hull||Melee|Melee|3|4|6|0|1|
1751|607|1.0|1||Missile launcher – starshot|"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>"|48|Ranged|1|2|10|-2|D6|
1752|607|2.0|2||Missile launcher – sunburst|"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>"|48|Ranged|D6|2|4|-1|1|
1753|607|3.0|1||Reaper launcher – starshot|"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>"|48|Ranged|1|3|10|-2|3|
1754|607|4.0|2||Reaper launcher – starswarm|"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>"|48|Ranged|2|3|5|-2|1|
1755|607|5.0|1||Shuriken cannon|"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Lethal-Hits"">lethal hits</a>"|24|Ranged|3|3|6|-1|2|
1756|607|6.0|1||Tempest launcher|"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Indirect-Fire"">indirect fire</a>"|36|Ranged|2D6|3|4|-1|1|
1757|607|7.0|1||Close combat weapon||Melee|Melee|2|3|3|0|1|
1758|609|1.0|1||Bright lance||36|Ranged|1|3|12|-3|D6+2|
1759|609|2.0|1||Missile launcher – starshot||48|Ranged|1|3|10|-2|D6|
1760|609|3.0|2||Missile launcher – sunburst|"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>"|48|Ranged|D6|3|4|-1|1|
1761|609|4.0|1||Pulse laser||48|Ranged|3|3|9|-2|D6|
1762|609|5.0|1||Scatter laser|"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>"|36|Ranged|6|3|5|0|1|
1763|609|6.0|1||Shuriken cannon|"<a href=""/wh40k10ed/the-rules/core-rules/#Lethal-Hits"">lethal hits</a>"|24|Ranged|3|3|6|-1|2|
1764|609|7.0|1||Starcannon||36|Ranged|2|3|8|-3|2|
1765|609|8.0|1||Twin shuriken catapult|"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>"|18|Ranged|2|3|4|-1|1|
1766|609|9.0|1||Wraithbone hull||Melee|Melee|3|4|6|0|1|
1767|610|1.0|1||Prism cannon – dispersed pulse|"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>"|60|Ranged|2D6|3|6|-2|2|
1768|610|2.0|2||Prism cannon – focused lances|linked fire|60|Ranged|2|3|18|-4|6|
1769|610|3.0|1||Shuriken cannon|"<a href=""/wh40k10ed/the-rules/core-rules/#Lethal-Hits"">lethal hits</a>"|24|Ranged|3|3|6|-1|2|
1770|610|4.0|1||Twin shuriken catapult|"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>"|18|Ranged|2|3|4|-1|1|
1771|610|5.0|1||Wraithbone hull||Melee|Melee|3|4|6|0|1|
1772|611|1.0|1||Doomweaver|"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Indirect-Fire"">indirect fire</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>"|48|Ranged|D6+3|3|7|-1|2|
1773|611|2.0|1||Shuriken cannon|"<a href=""/wh40k10ed/the-rules/core-rules/#Lethal-Hits"">lethal hits</a>"|24|Ranged|3|3|6|-1|2|
1774|611|3.0|1||Twin shuriken catapult|"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>"|18|Ranged|2|3|4|-1|1|
1775|611|4.0|1||Wraithbone hull||Melee|Melee|3|4|6|0|1|
1776|612|1.0|1||Bright lance||36|Ranged|1|3|12|-3|D6+2|
1777|612|2.0|1||Missile launcher – starshot||48|Ranged|1|3|10|-2|D6|
1778|612|3.0|2||Missile launcher – sunburst|"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>"|48|Ranged|D6|3|4|-1|1|
1779|612|4.0|1||Scatter laser|"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>"|36|Ranged|6|3|5|0|1|
1780|612|5.0|1||Shuriken cannon|"<a href=""/wh40k10ed/the-rules/core-rules/#Lethal-Hits"">lethal hits</a>"|24|Ranged|3|3|6|-1|2|
1781|612|6.0|1||Starcannon||36|Ranged|2|3|8|-3|2|
1782|612|7.0|1||War Walker feet||Melee|Melee|3|3|5|0|1|
1783|613|1.0|1||Bright lance||36|Ranged|1|4|12|-3|D6+2|
1784|613|2.0|1||Flamer|"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Torrent"">torrent</a>"|12|Ranged|D6||4|0|1|
1785|613|3.0|1||Missile launcher – starshot||48|Ranged|1|4|10|-2|D6|
1786|613|4.0|2||Missile launcher – sunburst|"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>"|48|Ranged|D6|4|4|-1|1|
1787|613|5.0|1||Scatter laser|"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>"|36|Ranged|6|4|5|0|1|
1788|613|6.0|1||Shuriken cannon|"<a href=""/wh40k10ed/the-rules/core-rules/#Lethal-Hits"">lethal hits</a>"|24|Ranged|3|4|6|-1|2|
1789|613|7.0|1||Shuriken catapult|"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>"|18|Ranged|2|4|4|-1|1|
1790|613|8.0|1||Starcannon||36|Ranged|2|4|8|-3|2|
1791|613|9.0|1||Ghostglaive – strike||Melee|Melee|4|4|10|-3|D6+1|
1792|613|10.0|2||Ghostglaive – sweep||Melee|Melee|8|4|7|-2|2|
1793|613|11.0|1||Wraithbone fists||Melee|Melee|4|4|7|-2|2|
1794|614|1.0|1||Heavy wraithcannon|"<a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>"|36|Ranged|D3|3|20|-4|2D6|
1795|614|2.0|1||Scatter laser|"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>"|36|Ranged|6|3|5|0|1|
1796|614|3.0|1||Shuriken cannon|"<a href=""/wh40k10ed/the-rules/core-rules/#Lethal-Hits"">lethal hits</a>"|24|Ranged|3|3|6|-1|2|
1797|614|4.0|1||Starcannon||36|Ranged|2|3|8|-3|2|
1798|614|5.0|1||Suncannon|"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>"|48|Ranged|D6+4|3|10|-3|3|
1799|614|6.0|1||Titanic feet||Melee|Melee|5|3|8|-1|2|
1800|615|1.0|1||Prism rifle – dispersed|"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>"|18|Ranged|D6|3|4|-1|1|
1801|615|2.0|2||Prism rifle – focused||24|Ranged|1|3|6|-2|3|
1802|615|3.0|1||Close combat weapon||Melee|Melee|2|3|3|0|1|
1803|616|1.0|1||Aeldari missile launcher – starshot||48|Ranged|1|3|10|-2|D6|
1804|616|2.0|2||Aeldari missile launcher – sunburst|"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>"|48|Ranged|D6|3|4|-1|1|
1805|616|3.0|1||Bright lance||36|Ranged|1|3|12|-3|D6+2|
1806|616|4.0|1||Scatter laser||36|Ranged|6|3|5|0|1|
1807|616|5.0|1||Shuriken cannon|"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>"|24|Ranged|3|3|6|-1|2|
1808|616|6.0|1||Starcannon||36|Ranged|2|3|8|-3|2|
1809|616|7.0|1||Wasp feet||Melee|Melee|3|3|5|0|1|
1810|617|1.0|1||Aeldari missile launcher – sunburst|"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>"|48|Ranged|D6|4|4|-1|1|
1811|617|2.0|2||Aeldari missile launcher – starshot||48|Ranged|1|4|10|-2|D6|
1812|617|3.0|1||Bright lance||36|Ranged|1|4|12|-3|D6+2|
1813|617|4.0|1||Destructor|"<a href=""/wh40k10ed/the-rules/core-rules/#Psychic-Weapons-and-Abilities"">psychic</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Torrent"">torrent</a>"|12|Ranged|D6||5|-1|1|
1814|617|5.0|1||Scatter laser||36|Ranged|6|4|5|0|1|
1815|617|6.0|1||Shuriken cannon|"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>"|24|Ranged|3|4|6|-1|2|
1816|617|7.0|1||Starcannon||36|Ranged|2|4|8|-3|2|
1817|617|8.0|1||Wraithseer D-cannon|"<a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>"|24|Ranged|1|4|14|-4|D6|
1818|617|9.0|1||Ghostspear – sweep|"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-infantry 2+</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Psychic-Weapons-and-Abilities"">psychic</a>"|Melee|Melee|12|4|7|-1|1|
1819|617|10.0|2||Ghostspear – strike|"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-infantry 2+</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Precision"">precision</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Psychic-Weapons-and-Abilities"">psychic</a>"|Melee|Melee|4|4|10|-2|3|
1820|618|1.0|1||Aeldari missile launcher – starshot||48|Ranged|1|3|10|-2|D6|
1821|618|2.0|2||Aeldari missile launcher – sunburst|"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>"|48|Ranged|D6|3|4|-1|1|
1822|618|3.0|1||Bright lance||36|Ranged|1|3|12|-3|D6+2|
1823|618|4.0|1||Hornet pulse laser||36|Ranged|2|3|9|-2|D3|
1824|618|5.0|1||Scatter laser||36|Ranged|6|3|5|0|1|
1825|618|6.0|1||Shuriken cannon|"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>"|24|Ranged|3|3|6|-1|2|
1826|618|7.0|1||Starcannon||36|Ranged|2|3|8|-3|2|
1827|618|8.0|1||Wraithbone hull||Melee|Melee|3|4|6|0|1|
1828|619|1.0|1||D-flail – blast|"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>"|24|Ranged|D3|3|12|-4|3|
1829|619|2.0|2||D-flail – rift|"<a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Torrent"">torrent</a>"|12|Ranged|D3||12|-4|3|
1830|619|3.0|1||Shuriken cannon|"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>"|24|Ranged|3|3|6|-1|2|
1831|619|4.0|1||Twin shuriken catapult|"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>"|18|Ranged|2|3|4|-3|1|
1832|619|5.0|1||Wraithbone hull||Melee|Melee|3|4|6|0|1|
1833|620|1.0|1||Aeldari missile launcher – sunburst|"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>"|48|Ranged|D6|3|4|-1|1|
1834|620|2.0|2||Aeldari missile launcher – starshot||48|Ranged|1|3|10|-2|D6|
1835|620|3.0|1||Bright lance||36|Ranged|1|3|12|-3|D6+2|
1836|620|4.0|1||Lynx pulsar|"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>"|48|Ranged|4|3|16|-3|D6|
1837|620|5.0|1||Scatter laser||36|Ranged|6|3|5|0|1|
1838|620|6.0|1||Shuriken cannon|"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>"|24|Ranged|3|3|6|-1|2|
1839|620|7.0|1||Starcannon||36|Ranged|2|3|8|-3|2|
1840|620|8.0|1||Wraithbone hull||Melee|Melee|3|4|6|0|1|
1841|621|1.0|1||Aeldari missile launcher – sunburst|"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>"|48|Ranged|D6|3|4|-1|1|
1842|621|2.0|2||Aeldari missile launcher – starshot||48|Ranged|1|3|10|-2|D6|
1843|621|3.0|1||Bright lance||36|Ranged|1|3|12|-3|D6+2|
1844|621|4.0|1||Scatter laser||36|Ranged|6|3|5|0|1|
1845|621|5.0|1||Shuriken cannon|"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>"|24|Ranged|3|3|6|-1|2|
1846|621|6.0|1||Starcannon||36|Ranged|2|3|8|-3|2|
1847|621|7.0|1||Twin Scorpion pulsar|"<a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>"|60|Ranged|6|3|18|-3|5|
1848|621|8.0|1||Wraithbone hull||Melee|Melee|6|4|6|0|1|
1849|622|1.0|1||Aeldari missile launcher – sunburst|"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>"|48|Ranged|D6|3|4|-1|1|
1850|622|2.0|2||Aeldari missile launcher – starshot||48|Ranged|1|3|10|-2|D6|
1851|622|3.0|1||Bright lance||36|Ranged|1|3|12|-3|D6+2|
1852|622|4.0|1||D-impaler|"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>"|36|Ranged|D6+3|3|16|-4|4|
1853|622|5.0|1||Scatter laser||36|Ranged|6|3|5|0|1|
1854|622|6.0|1||Shuriken cannon|"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>"|24|Ranged|3|3|6|-1|2|
1855|622|7.0|1||Starcannon||36|Ranged|2|3|8|-3|2|
1856|622|8.0|1||Wraithbone hull||Melee|Melee|6|4|6|0|1|
1857|623|1.0|1||Twin bright lance|"<a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>"|36|Ranged|1|3|12|-3|D6+2|
1858|623|2.0|1||Twin shuriken cannon|"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>"|24|Ranged|3|3|6|-1|2|
1859|623|3.0|1||Wraithbone hull||Melee|Melee|3|4|6|0|1|
1860|624|1.0|1||Phoenix missile array|"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>"|48|Ranged|D6|3|6|-1|2|
1861|624|2.0|1||Phoenix pulse laser||48|Ranged|4|3|10|-2|D6|
1862|624|3.0|1||Twin shuriken cannon|"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>"|24|Ranged|3|3|6|-1|2|
1863|624|4.0|1||Wraithbone hull||Melee|Melee|3|4|6|0|1|
1864|625|1.0|1||Scatter laser||36|Ranged|6|3|5|0|1|
1865|625|2.0|1||Twin pulse laser|"<a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>"|48|Ranged|3|3|9|-2|D6|
1866|625|3.0|1||Wraithbone hull||Melee|Melee|6|4|6|0|1|
1867|626|1.0|1||Scatter laser||36|Ranged|6|3|5|0|1|
1868|626|2.0|1||Twin pulse laser|"<a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>"|48|Ranged|3|3|9|-2|D6|
1869|626|3.0|1||Twin Vampire pulsar|"<a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>"|60|Ranged|3|3|12|-3|4|
1870|626|4.0|1||Wraithbone hull||Melee|Melee|6|4|6|0|1|
1871|627|1.0|1||Deathshroud cannon – dispersed|"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>"|12|Ranged|3D6|3|6|-1|1|
